celebrity_name,picture_number,file_path,brightness,image_resolution,gender,race
Angelina-Jolie,1,celebrities/Angelina-Jolie/1.jpg,145.55162569389373,194x260,female,White
Angelina-Jolie,2,celebrities/Angelina-Jolie/2.jpg,98.42852609868316,191x264,female,White
Angelina-Jolie,3,celebrities/Angelina-Jolie/3.jpg,91.1684126984127,300x168,female,White
Angelina-Jolie,4,celebrities/Angelina-Jolie/4.jpg,96.47695976154992,183x275,female,White
Angelina-Jolie,5,celebrities/Angelina-Jolie/5.jpg,203.1758440834528,299x168,female,White
Angelina-Jolie,6,celebrities/Angelina-Jolie/6.jpg,114.3250862663906,140x207,female,White
Angelina-Jolie,7,celebrities/Angelina-Jolie/7.jpg,115.11622454048684,275x183,female,White
Angelina-Jolie,8,celebrities/Angelina-Jolie/8.jpg,99.15862930077692,170x212,female,White
Angelina-Jolie,9,celebrities/Angelina-Jolie/9.jpg,98.52007948335816,275x183,female,White
Angelina-Jolie,10,celebrities/Angelina-Jolie/10.jpg,126.76500476341695,188x268,female,White
Angelina-Jolie,11,celebrities/Angelina-Jolie/11.jpg,118.6588888888889,300x168,female,White
Angelina-Jolie,12,celebrities/Angelina-Jolie/12.jpg,58.537125,200x200,female,White
Angelina-Jolie,13,celebrities/Angelina-Jolie/13.jpg,120.91521112767016,275x183,female,White
Angelina-Jolie,14,celebrities/Angelina-Jolie/14.jpg,140.68225433986302,299x168,female,White
Angelina-Jolie,15,celebrities/Angelina-Jolie/15.jpg,144.66283883294193,259x194,female,White
Angelina-Jolie,16,celebrities/Angelina-Jolie/16.jpg,83.42540286614735,201x251,female,White
Angelina-Jolie,17,celebrities/Angelina-Jolie/17.jpg,118.7381222056632,275x183,female,White
Angelina-Jolie,18,celebrities/Angelina-Jolie/18.jpg,81.83819175360159,275x183,female,White
Angelina-Jolie,19,celebrities/Angelina-Jolie/19.jpg,92.02937547267445,194x259,female,White
Angelina-Jolie,20,celebrities/Angelina-Jolie/20.jpg,127.14551415797315,275x183,female,White
Angelina-Jolie,21,celebrities/Angelina-Jolie/21.jpg,136.7905753968254,300x168,female,White
Angelina-Jolie,22,celebrities/Angelina-Jolie/22.jpg,112.36821428571427,225x224,female,White
Angelina-Jolie,23,celebrities/Angelina-Jolie/23.jpg,69.87362146050671,183x275,female,White
Angelina-Jolie,24,celebrities/Angelina-Jolie/24.jpg,74.52828614008942,183x275,female,White
Angelina-Jolie,25,celebrities/Angelina-Jolie/25.jpg,106.69518132141084,183x275,female,White
Angelina-Jolie,26,celebrities/Angelina-Jolie/26.jpg,164.98498765432095,225x225,female,White
Angelina-Jolie,27,celebrities/Angelina-Jolie/27.jpg,103.31569517439084,299x168,female,White
Angelina-Jolie,28,celebrities/Angelina-Jolie/28.jpg,81.15061728395062,225x225,female,White
Angelina-Jolie,29,celebrities/Angelina-Jolie/29.jpg,115.38326875310482,275x183,female,White
Angelina-Jolie,30,celebrities/Angelina-Jolie/30.jpg,54.180665673124686,275x183,female,White
Angelina-Jolie,31,celebrities/Angelina-Jolie/31.jpg,130.24734126984126,300x168,female,White
Angelina-Jolie,32,celebrities/Angelina-Jolie/32.jpg,106.3515061728395,225x225,female,White
Angelina-Jolie,33,celebrities/Angelina-Jolie/33.jpg,96.45114038928472,259x194,female,White
Angelina-Jolie,34,celebrities/Angelina-Jolie/34.jpg,79.38665400893952,318x159,female,White
Angelina-Jolie,35,celebrities/Angelina-Jolie/35.jpg,131.5871038251366,275x183,female,White
Angelina-Jolie,36,celebrities/Angelina-Jolie/36.jpg,81.57840213155174,254x198,female,White
Angelina-Jolie,37,celebrities/Angelina-Jolie/37.jpg,39.31447590660705,275x183,female,White
Angelina-Jolie,38,celebrities/Angelina-Jolie/38.jpg,65.72924603174603,300x168,female,White
Angelina-Jolie,39,celebrities/Angelina-Jolie/39.jpg,84.2811061728395,225x225,female,White
Angelina-Jolie,40,celebrities/Angelina-Jolie/40.jpg,51.23801701959232,310x163,female,White
Angelina-Jolie,41,celebrities/Angelina-Jolie/41.jpg,161.6095238095238,300x168,female,White
Angelina-Jolie,42,celebrities/Angelina-Jolie/42.jpg,103.06987577639752,299x168,female,White
Angelina-Jolie,43,celebrities/Angelina-Jolie/43.jpg,55.25377871226247,277x182,female,White
Angelina-Jolie,44,celebrities/Angelina-Jolie/44.jpg,84.21915548931942,275x183,female,White
Angelina-Jolie,45,celebrities/Angelina-Jolie/45.jpg,141.66713036565977,272x185,female,White
Angelina-Jolie,46,celebrities/Angelina-Jolie/46.jpg,92.90998509687034,183x275,female,White
Angelina-Jolie,47,celebrities/Angelina-Jolie/47.jpg,71.54867502932231,187x269,female,White
Angelina-Jolie,48,celebrities/Angelina-Jolie/48.jpg,128.56778936910084,275x183,female,White
Angelina-Jolie,49,celebrities/Angelina-Jolie/49.jpg,73.4075753958781,177x284,female,White
Angelina-Jolie,50,celebrities/Angelina-Jolie/50.jpg,81.2468944099379,299x168,female,White
Angelina-Jolie,51,celebrities/Angelina-Jolie/51.jpg,77.53960317460317,300x168,female,White
Angelina-Jolie,52,celebrities/Angelina-Jolie/52.jpg,141.314217585693,183x275,female,White
Angelina-Jolie,53,celebrities/Angelina-Jolie/53.jpg,124.8088704088704,259x195,female,White
Angelina-Jolie,54,celebrities/Angelina-Jolie/54.jpg,83.14799801291605,275x183,female,White
Angelina-Jolie,55,celebrities/Angelina-Jolie/55.jpg,168.2595034449988,207x244,female,White
Angelina-Jolie,56,celebrities/Angelina-Jolie/56.jpg,102.98301587301587,300x168,female,White
Angelina-Jolie,57,celebrities/Angelina-Jolie/57.jpg,120.6062629152758,216x233,female,White
Angelina-Jolie,58,celebrities/Angelina-Jolie/58.jpg,73.72238450074515,275x183,female,White
Angelina-Jolie,59,celebrities/Angelina-Jolie/59.jpg,94.0136130239223,259x194,female,White
Angelina-Jolie,60,celebrities/Angelina-Jolie/60.jpg,102.66666666666669,183x275,female,White
Angelina-Jolie,61,celebrities/Angelina-Jolie/61.jpg,43.93717152412805,299x168,female,White
Angelina-Jolie,62,celebrities/Angelina-Jolie/62.jpg,34.612856346552,299x168,female,White
Angelina-Jolie,63,celebrities/Angelina-Jolie/63.jpg,141.42683554324165,310x163,female,White
Angelina-Jolie,64,celebrities/Angelina-Jolie/64.jpg,131.17088395061728,225x225,female,White
Angelina-Jolie,65,celebrities/Angelina-Jolie/65.jpg,87.22966706302022,290x174,female,White
Angelina-Jolie,66,celebrities/Angelina-Jolie/66.jpg,70.82140873015874,224x225,female,White
Angelina-Jolie,67,celebrities/Angelina-Jolie/67.jpg,94.31171364867016,299x168,female,White
Angelina-Jolie,68,celebrities/Angelina-Jolie/68.jpg,106.46528395061728,225x225,female,White
Angelina-Jolie,69,celebrities/Angelina-Jolie/69.jpg,116.74369047619048,300x168,female,White
Angelina-Jolie,70,celebrities/Angelina-Jolie/70.jpg,96.91254578754578,276x182,female,White
Angelina-Jolie,71,celebrities/Angelina-Jolie/71.jpg,167.54028641975307,225x225,female,White
Angelina-Jolie,72,celebrities/Angelina-Jolie/72.jpg,138.4509617291295,205x246,female,White
Angelina-Jolie,73,celebrities/Angelina-Jolie/73.jpg,106.67024197530864,225x225,female,White
Angelina-Jolie,74,celebrities/Angelina-Jolie/74.jpg,73.64858420268256,183x275,female,White
